epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,221.624,1.13064,0.54691,1.01874,0.97186,0.93052,0.9544,0.68342,1.33385,0.60105,1.1653,0.000990365,0.000990365,0.000990365
43,226.77,1.11406,0.53376,1.02061,0.97186,0.9345,0.96181,0.71124,1.24809,0.56764,1.13441,0.000973861,0.000973861,0.000973861
44,231.915,1.11081,0.53255,1.01246,0.97419,0.93037,0.96079,0.69903,1.28442,0.57169,1.14715,0.000957358,0.000957358,0.000957358
45,237.071,1.10959,0.53282,1.01037,0.97526,0.92182,0.95926,0.70287,1.28976,0.59932,1.15708,0.000940855,0.000940855,0.000940855
46,242.209,1.1083,0.53228,1.01122,0.97201,0.9234,0.95598,0.69876,1.2798,0.6014,1.14123,0.000924352,0.000924352,0.000924352
47,247.339,1.098,0.53087,1.00622,0.96972,0.93064,0.95995,0.6965,1.31672,0.5926,1.14457,0.000907848,0.000907848,0.000907848
48,252.477,1.11445,0.53564,1.00329,0.96908,0.93119,0.95377,0.69418,1.29023,0.6132,1.15058,0.000891345,0.000891345,0.000891345
49,257.639,1.12121,0.53835,1.01853,0.97765,0.93054,0.96517,0.70567,1.2799,0.58802,1.15012,0.000874842,0.000874842,0.000874842
50,262.787,1.07761,0.51545,0.99835,0.97895,0.92191,0.96131,0.70541,1.30856,0.58688,1.15496,0.000858338,0.000858338,0.000858338
51,267.915,1.0687,0.51905,0.99797,0.97077,0.92678,0.9575,0.69488,1.31715,0.58216,1.162,0.000841835,0.000841835,0.000841835
52,273.054,1.06218,0.51634,0.99668,0.97164,0.9323,0.96489,0.70527,1.32678,0.57761,1.16859,0.000825332,0.000825332,0.000825332
53,278.209,1.07645,0.52055,1.00754,0.97688,0.92924,0.96241,0.70475,1.29772,0.58893,1.17359,0.000808828,0.000808828,0.000808828
