epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,679.927,1.07291,0.6441,0.81779,0.92344,0.88646,0.94584,0.67999,1.02979,0.60067,0.82293,0.0011882,0.0011882,0.0011882
43,696.903,1.07655,0.64424,0.82598,0.92768,0.87382,0.94089,0.66594,1.06829,0.62396,0.81977,0.0011684,0.0011684,0.0011684
44,713.739,1.07608,0.6234,0.81859,0.93742,0.8819,0.94858,0.68477,1.00826,0.58063,0.81238,0.0011486,0.0011486,0.0011486
45,730.61,1.07238,0.62841,0.82035,0.92901,0.88394,0.94521,0.67605,1.03142,0.59722,0.81021,0.0011288,0.0011288,0.0011288
46,747.473,1.05735,0.6152,0.82123,0.93977,0.88478,0.94678,0.67983,1.02726,0.58794,0.81567,0.001109,0.001109,0.001109
47,764.348,1.0595,0.61785,0.81795,0.9376,0.88225,0.94875,0.68405,1.01625,0.58025,0.81333,0.0010892,0.0010892,0.0010892
48,781.235,1.05322,0.6094,0.82022,0.93219,0.88478,0.94956,0.66321,1.08786,0.59466,0.82159,0.0010694,0.0010694,0.0010694
49,798.083,1.03895,0.60613,0.81761,0.93084,0.88296,0.94834,0.68594,0.98958,0.57987,0.81311,0.0010496,0.0010496,0.0010496
50,814.905,1.0474,0.60343,0.8142,0.93369,0.87629,0.9469,0.68769,0.99418,0.59904,0.81369,0.0010298,0.0010298,0.0010298
51,831.778,1.04393,0.61337,0.81679,0.94094,0.87093,0.94662,0.68467,1.00312,0.57609,0.81826,0.00101,0.00101,0.00101
52,848.562,1.03375,0.58704,0.82005,0.93447,0.87973,0.94566,0.68241,1.01045,0.57739,0.80842,0.0009902,0.0009902,0.0009902
53,865.385,1.0243,0.59183,0.81202,0.91904,0.88141,0.94282,0.68336,1.01236,0.58847,0.81263,0.0009704,0.0009704,0.0009704
54,882.224,1.04525,0.59865,0.81569,0.94888,0.86712,0.94863,0.69265,1.01458,0.58899,0.81069,0.0009506,0.0009506,0.0009506
55,899.048,1.02664,0.5773,0.81598,0.94577,0.87999,0.95048,0.6847,1.01046,0.55463,0.80801,0.0009308,0.0009308,0.0009308
56,915.863,1.01199,0.58756,0.81402,0.94807,0.87553,0.95176,0.6935,0.99108,0.5647,0.80946,0.000911,0.000911,0.000911
57,933.081,1.02933,0.59071,0.81567,0.93263,0.89151,0.95344,0.69614,0.98584,0.56973,0.80769,0.0008912,0.0008912,0.0008912
58,950.01,1.02177,0.57994,0.81582,0.92876,0.89911,0.95194,0.69763,0.98178,0.55176,0.80966,0.0008714,0.0008714,0.0008714
59,966.941,1.01269,0.58048,0.81666,0.93424,0.89739,0.95469,0.70201,0.97078,0.55244,0.81132,0.0008516,0.0008516,0.0008516
60,983.854,1.01628,0.57171,0.81594,0.93092,0.88399,0.94959,0.69397,0.97792,0.5533,0.809,0.0008318,0.0008318,0.0008318
61,1000.72,1.00714,0.5701,0.80988,0.95662,0.87048,0.95027,0.69532,0.98335,0.56579,0.80961,0.000812,0.000812,0.000812
62,1017.56,1.00223,0.56279,0.8107,0.93489,0.89366,0.95464,0.71133,0.95591,0.55073,0.81036,0.0007922,0.0007922,0.0007922
63,1034.41,0.99389,0.55378,0.81316,0.93062,0.90328,0.95426,0.69542,0.99968,0.55182,0.8074,0.0007724,0.0007724,0.0007724
64,1051.24,1.00726,0.56596,0.81256,0.92245,0.90039,0.95219,0.6996,0.95853,0.55956,0.80714,0.0007526,0.0007526,0.0007526
65,1068.05,1.01065,0.56266,0.81879,0.92127,0.90496,0.95255,0.7031,0.96417,0.53734,0.80925,0.0007328,0.0007328,0.0007328
66,1085.15,1.0063,0.56215,0.81993,0.93361,0.90244,0.95648,0.70381,0.98155,0.54147,0.81274,0.000713,0.000713,0.000713
67,1101.98,0.99071,0.56394,0.81188,0.92309,0.90496,0.95147,0.70331,0.95726,0.54328,0.81135,0.0006932,0.0006932,0.0006932
