epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,146.222,1.09235,0.55242,0.97311,0.97343,0.92348,0.95769,0.69695,1.26723,0.59312,1.06729,0.000379743,0.000379743,0.000379743
80,148.05,1.10735,0.55699,0.97425,0.96837,0.92458,0.95946,0.69948,1.26177,0.58529,1.06407,0.000363239,0.000363239,0.000363239
81,149.883,1.09011,0.55467,0.96969,0.96849,0.92954,0.95864,0.69799,1.30306,0.58922,1.07866,0.000346736,0.000346736,0.000346736
82,151.705,1.07674,0.54823,0.9676,0.97053,0.92733,0.96128,0.70995,1.25792,0.57705,1.06502,0.000330233,0.000330233,0.000330233
83,153.534,1.0836,0.54936,0.9696,0.97657,0.91796,0.95956,0.71087,1.25269,0.5771,1.05756,0.000313729,0.000313729,0.000313729
84,155.375,1.06982,0.5446,0.96694,0.96932,0.92265,0.95989,0.71004,1.26634,0.56528,1.05583,0.000297226,0.000297226,0.000297226
85,157.178,1.0845,0.55418,0.96905,0.96854,0.9229,0.959,0.71123,1.25778,0.57174,1.06239,0.000280723,0.000280723,0.000280723
86,159,1.09183,0.55612,0.97408,0.9677,0.92251,0.95455,0.69925,1.29455,0.5713,1.07634,0.00026422,0.00026422,0.00026422
87,160.807,1.07008,0.54501,0.96618,0.97095,0.92458,0.95816,0.70105,1.27864,0.57245,1.06874,0.000247716,0.000247716,0.000247716
88,162.655,1.07717,0.54392,0.95992,0.97107,0.92606,0.95915,0.70698,1.26026,0.56934,1.06295,0.000231213,0.000231213,0.000231213
89,164.463,1.06359,0.53727,0.96034,0.97653,0.92289,0.96015,0.70616,1.2838,0.56583,1.06552,0.00021471,0.00021471,0.00021471
90,166.28,1.0597,0.54533,0.95391,0.97211,0.92072,0.96141,0.69858,1.3125,0.58129,1.07513,0.000198206,0.000198206,0.000198206
91,168.422,1.02387,0.5075,0.95624,0.96813,0.92568,0.9568,0.69235,1.32346,0.57794,1.08039,0.000181703,0.000181703,0.000181703
92,170.253,1.01447,0.49615,0.95984,0.96759,0.92622,0.95322,0.68672,1.32502,0.58918,1.08079,0.0001652,0.0001652,0.0001652
93,172.042,0.99909,0.49218,0.95119,0.96876,0.92954,0.95283,0.69602,1.28194,0.57237,1.06442,0.000148696,0.000148696,0.000148696
94,173.825,0.98835,0.48645,0.95671,0.96977,0.92581,0.95361,0.69948,1.27803,0.57126,1.06191,0.000132193,0.000132193,0.000132193
95,175.619,0.98733,0.49134,0.9505,0.97177,0.92568,0.95353,0.69409,1.28834,0.56883,1.07161,0.00011569,0.00011569,0.00011569
96,177.429,0.98636,0.48701,0.95204,0.97339,0.92458,0.95296,0.69133,1.28609,0.56857,1.07049,9.91865e-05,9.91865e-05,9.91865e-05
97,179.228,0.97921,0.48252,0.95071,0.97175,0.92521,0.95438,0.69455,1.28182,0.56382,1.07054,8.26832e-05,8.26832e-05,8.26832e-05
98,181.081,0.98192,0.4842,0.94276,0.96934,0.92678,0.95576,0.69073,1.28933,0.56787,1.0721,6.61799e-05,6.61799e-05,6.61799e-05
99,182.86,0.96356,0.47485,0.94423,0.96914,0.92678,0.95329,0.69265,1.2752,0.56288,1.06594,4.96766e-05,4.96766e-05,4.96766e-05
100,184.652,0.97197,0.47994,0.95185,0.97431,0.92182,0.95544,0.69236,1.28885,0.57078,1.07483,3.31733e-05,3.31733e-05,3.31733e-05
