epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,4864.41,0.92226,0.50478,0.80973,0.93968,0.89092,0.95617,0.70675,0.9066,0.49622,0.80898,0.0076636,0.0076636,0.0076636
120,4906.57,0.94088,0.50899,0.81588,0.94265,0.87889,0.95381,0.70573,0.92255,0.50719,0.81068,0.0076438,0.0076438,0.0076438
121,4947,0.94234,0.52119,0.81348,0.93328,0.89411,0.95478,0.7071,0.91062,0.4954,0.81,0.007624,0.007624,0.007624
122,4987.48,0.92058,0.50511,0.8199,0.94714,0.88919,0.95614,0.71142,0.90878,0.49265,0.80954,0.0076042,0.0076042,0.0076042
123,5027.97,0.91953,0.50404,0.81289,0.91197,0.90616,0.95232,0.7052,0.90669,0.50544,0.80702,0.0075844,0.0075844,0.0075844
124,5070.58,0.93249,0.50692,0.80781,0.93699,0.89823,0.95683,0.70433,0.90824,0.49371,0.80895,0.0075646,0.0075646,0.0075646
125,5111.39,0.92671,0.50637,0.81814,0.94672,0.89655,0.95607,0.7084,0.90337,0.49377,0.80874,0.0075448,0.0075448,0.0075448
126,5152.69,0.94372,0.50527,0.80931,0.94166,0.8873,0.95635,0.70767,0.90451,0.4949,0.81061,0.007525,0.007525,0.007525
127,5192.94,0.91518,0.48963,0.8114,0.94684,0.88982,0.95857,0.71411,0.89945,0.49045,0.81015,0.0075052,0.0075052,0.0075052
128,5233.44,0.91286,0.50061,0.8136,0.91671,0.91648,0.95864,0.711,0.90783,0.48835,0.80909,0.0074854,0.0074854,0.0074854
129,5274.89,0.90348,0.49522,0.81158,0.94163,0.89319,0.95867,0.70756,0.92306,0.49243,0.80993,0.0074656,0.0074656,0.0074656
130,5315.81,0.91446,0.49703,0.80906,0.94057,0.89571,0.95559,0.70883,0.91111,0.49114,0.80871,0.0074458,0.0074458,0.0074458
